sku,title,description,details,designer,mrsp,currencyId,prices,variants,optionTypes,defaultImages
0,Felicia Sheath,A ruffled shoulder gives way to the flattering peplum design on this Black Halo sheath that’s sunny Halo pick for the office or after hours.,"Yellow crepe (90% Polaymide, 1% Elastane). Sheath. Sleeveless. Crew neckline. Hidden back zipper closure. Partially lined. 42"" from shoulder to hemline; 8"" Slit. Made in the USA.",Black Halo,390,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-16'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/59/BH100.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/59/BH100.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/59/BH100.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/59/BH100.jpg'], 'inStock': True}]",[{'size': 'Sized: 0-16'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/59/BH100.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/59/BH100.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/59/BH100.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/59/BH100.jpg']"
0,Kaitlyn Mini Dress,Bold photo realistic blooms enliven this sweetly feminine fit-and-flare dress by Black Halo.,"Black floral printed crepe (97% Polyamide, 3% Elastane). Hourglass. Short sleeves. Crew neckline. Hidden back zipper closure. Fully lined. 36"" from shoulder to hemline. Made in the USA.",Black Halo,390,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-16'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/d8/BH75.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/d8/BH75.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/d8/BH75.jpg', 'https://pc-ap.rtrcdn.com/productimages/front_plus/183x/d8/BH75.jpg'], 'inStock': True}]",[{'size': 'Sized: 0-16'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/d8/BH75.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/d8/BH75.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/d8/BH75.jpg', 'https://pc-ap.rtrcdn.com/productimages/front_plus/183x/d8/BH75.jpg']"
0,Compact Column Slit Dress,This sophisticated Nicholas column dress gets a little sassy with a leg-baring side slit.,"Black knit (65% Rayon, 20% Elastane, 15% Nylon). Sheath. Sleeveless. High neckline. 47"" from shoulder to hemline. Imported.",Nicholas,295,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-XXL, one length available. Regular measures 47"" from shoulder to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/e8/NLS108.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/e8/NLS108.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/e8/NLS108.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/e8/NLS108.jpg'], 'inStock': True}]","[{'size': 'Sized: XS-XXL, one length available. Regular measures 47"" from shoulder to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/e8/NLS108.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/e8/NLS108.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/e8/NLS108.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/e8/NLS108.jpg']"
0,Tulip Ruffled Midi Dress,"Polished studs and ruffled shoulders add playful detail to this sleek midi dress from Prabal Gurung Collective.

Also available in Black.","Black printed chiffon (100% Polyester). Hourglass. Sleeveless. V-neckline. Hidden back zipper closure. 47"" from shoulder to hemline. Imported.",Prabal Gurung Collective,315,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'This dress runs true to size. We recommend going one size up for backup (see following fit notes for exceptions).'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/74/PGC6.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/74/PGC6.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/74/PGC6.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/74/PGC6.jpg'], 'inStock': True}]",[{'size': 'This dress runs true to size. We recommend going one size up for backup (see following fit notes for exceptions).'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/74/PGC6.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/74/PGC6.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/74/PGC6.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/74/PGC6.jpg']"
0,Superbloom Dress,"Pleats, please. This ladylike La Maison Talulah mini is topped with a surplice neckline and trendy ties.","Blue floral printed crepe (100% Polyester). Hourglass. Sleeveless. V-neckline. Hidden back zipper closure. Fully lined. 34"" from shoulder to hemline. Imported.",La Maison Talulah,299,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-4X'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/28/LMT1.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/28/LMT1.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/28/LMT1.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/28/LMT1.jpg'], 'inStock': True}]",[{'size': 'Sized: XS-4X'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/28/LMT1.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/28/LMT1.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/28/LMT1.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/28/LMT1.jpg']"
0,Coralie Dress,A flattering wrapped silhouette and asymmetrical hem highlight the clean minimalist styling of this Cinq à Sept sheath.,"Black jersey (85% Polyester,15% Spandex). Sheath. Long sleeves. V-neckline. 33"" from shoulder to shortest hemline, 38"" from shoulder to longest hemline. Imported.",Cinq à Sept,345,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-XL'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/0b/CAS108.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/0b/CAS108.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/0b/CAS108.jpg'], 'inStock': True}]",[{'size': 'Sized: XS-XL'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/0b/CAS108.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/0b/CAS108.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/0b/CAS108.jpg']"
0,Lisse Garden Daria Sheath,"A sweetheart neckline, bright blooms and contrast trim define the sensual silhouette of this feminine Black Halo sheath dress.

Also available in Rose Print.","Blue floral printed crepe (98% Polyamide, 2% Elastane). Sheath. Sleeveless. Sweetheart neckline. Hidden back zipper. Fully lined. 40.5"" from shoulder to hemline. Made in the USA.",Black Halo,375,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-18'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/07/BH77.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/07/BH77.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/07/BH77.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/07/BH77.jpg'], 'inStock': True}]",[{'size': 'Sized: 0-18'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/07/BH77.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/07/BH77.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/07/BH77.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/07/BH77.jpg']"
0,Lanni Dress,"Eye-catching and ethereal in wispy chiffon, this Jay Godfrey midi dress is ultra-ladylike with a tie neck and bell sleeves. Wear it with Ginestra Metropolis S Tote from Furla.","Black & yellow floral printed georgette (100% Polyester). Hourglass. Long sleeves. V-neckline. Front button closure. 46"" from shoulder to hemline. Imported.",Jay Godfrey,324,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-14, one length available. Regular measures 46"" from shoulder to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/d9/JG136.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/d9/JG136.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/d9/JG136.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/d9/JG136.jpg'], 'inStock': True}]","[{'size': 'Sized: 0-14, one length available. Regular measures 46"" from shoulder to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/d9/JG136.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/d9/JG136.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/d9/JG136.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/d9/JG136.jpg']"
0,Nikita Dress,"Hello, beauty. This feminine refresh by Reformation features ruffled trim, strap ties and a trumpet skirt.","White and red crepe (100% Viscose). Hourglass. Sleeveless. Sweetheart neckline. 43"" from bust to hemline. Imported.",Reformation,248,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-12, one length available. Regular measures 43"" from bust to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/c3/REF14.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/c3/REF14.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/c3/REF14.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/c3/REF14.jpg'], 'inStock': True}]","[{'size': 'Sized: 0-12, one length available. Regular measures 43"" from bust to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/c3/REF14.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/c3/REF14.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/c3/REF14.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/c3/REF14.jpg']"
0,Grand Rapids Dress,Soft pleats and pretty lace refine this J.Crew party dress we love worn with a chic blazer and clutch.,"Green crepe (100% Polyester). Hourglass. Sleeveless. V-neckline. Hidden back zipper closure. 49"" from shoulder to shortest hemline, 52"" from shoulder to longest hemline. Imported.",J.Crew,198,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-14, one length available. Regular measures 49"" from shoulder to shortest hemline, 52"" from shoulder to longest hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/e4/JCR54.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/e4/JCR54.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/e4/JCR54.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/e4/JCR54.jpg'], 'inStock': True}]","[{'size': 'Sized: 0-14, one length available. Regular measures 49"" from shoulder to shortest hemline, 52"" from shoulder to longest hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/e4/JCR54.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/e4/JCR54.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/e4/JCR54.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/e4/JCR54.jpg']"
0,Maisy Dress,"A classically feminine look with ethereal style, this Parker dress features flouncy ruffles and smocked detail.","Navy crepe (53% Silk, 47% Viscose). Blouson. Long sleeves. V-neckline. Elastic waistband. 36"" from shoulder to hemline. Imported.",Parker,338,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-XXL'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/c2/PK322.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/c2/PK322.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/c2/PK322.jpg', 'https://pc-ap.rtrcdn.com/productimages/front_plus/183x/c2/PK322.jpg'], 'inStock': True}]",[{'size': 'Sized: XS-XXL'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/c2/PK322.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/c2/PK322.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/c2/PK322.jpg', 'https://pc-ap.rtrcdn.com/productimages/front_plus/183x/c2/PK322.jpg']"
0,Wildflower Fiji Dress,Dainty flowers fall around this Reformation maxi dress styled with spaghetti straps and flowy tiers. Wear it with the Jasmine Teardrop Earrings by Lizzie Fortunato.,"Black and pink floral crepe (100% Viscose). Gown. Sweetheart neckline. Sleeveless. Adjustable straps. Exposed back zipper. 55"" from shoulder to hemline. Made in USA.",Reformation,388,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-12, two lengths available. Petite measures 56"" from shoulder to hemline (recommended for heights under 5\'2""), Regular measures 58\'\' from shoulder to hemline (recommended for heights 5\'2\'\'-5\'6\'\').'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/e0/REF7.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/e0/REF7.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/e0/REF7.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/e0/REF7.jpg'], 'inStock': True}]","[{'size': 'Sized: 0-12, two lengths available. Petite measures 56"" from shoulder to hemline (recommended for heights under 5\'2""), Regular measures 58\'\' from shoulder to hemline (recommended for heights 5\'2\'\'-5\'6\'\').'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/e0/REF7.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/e0/REF7.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/e0/REF7.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/e0/REF7.jpg']"
0,Emilia Wrap Dress,Elastic cinched sleeves and playful ruffles bring a just-right feminine refresh to this iconic wrap dress from DVF.,"Yellow floral printed crepe (100% Viscose). Wrap. Short sleeves. V-neckline. Wrap closure. 36"" from shoulder to hemline. Imported.",Diane von Furstenberg,248,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-14'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/2d/DVF276.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/2d/DVF276.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/2d/DVF276.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/2d/DVF276.jpg'], 'inStock': True}]",[{'size': 'Sized: 0-14'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/2d/DVF276.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/2d/DVF276.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/2d/DVF276.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/2d/DVF276.jpg']"
0,Red Floral Mini Dress,"It's all in the details, and this Self-portrait mini dress, complete with ruched sleeves, sweet ruffles and laced trim, makes our point.","Red printed satin (100% Polyester). Hourglass. Short sleeves. V-neckline. Hidden back zipper with hook-and-eye closure. Partially lined. 34.5"" from shoulder to hemline. Imported.",Self-portrait,380,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 4-14, British sizing'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/1c/SPT9.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/1c/SPT9.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/1c/SPT9.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/1c/SPT9.jpg'], 'inStock': True}]","[{'size': 'Sized: 4-14, British sizing'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/1c/SPT9.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/1c/SPT9.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/1c/SPT9.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/1c/SPT9.jpg']"
0,Willa Floral Dress,Ethereal flutter sleeves cap this ladylike Fame & Partners dress styled with a swingy pleated skirt and open back for a contemporary spin.,"Black floral printed chiffon (100% Polyester). Hourglass. Flutter sleeves. Square neckline. Hidden side zipper closure. 45"" from shoulder to hemline. Imported.",Fame & Partners,329,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-20, one length available. Regular measures 45"" from shoulder to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/ac/FNP48.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/ac/FNP48.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/ac/FNP48.jpg', 'https://pc-ap.rtrcdn.com/productimages/front_plus/183x/ac/FNP48.jpg'], 'inStock': True}]","[{'size': 'Sized: 0-20, one length available. Regular measures 45"" from shoulder to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/ac/FNP48.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/ac/FNP48.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/ac/FNP48.jpg', 'https://pc-ap.rtrcdn.com/productimages/front_plus/183x/ac/FNP48.jpg']"
0,Venezia Butterfly Dress,"An off-the-shoulder sweetheart neckline makes an elegant start on this floral Reformation dress that's finished with a flared, trumpet skirt.

Also available in Cherry Red and Floral.","Black and white crepe (100% Viscose). Hourglass. Off the shoulder. Short sleeves. Back zipper with hook and eye closure. Partially lined. 43.5"" from bust to hemline. Imported.",Reformation,278,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-12, one length available. Regular measures 43.5"" from bust to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/bf/REF12.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/bf/REF12.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/bf/REF12.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/bf/REF12.jpg'], 'inStock': True}]","[{'size': 'Sized: 0-12, one length available. Regular measures 43.5"" from bust to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/bf/REF12.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/bf/REF12.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/bf/REF12.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/bf/REF12.jpg']"
0,Red Sea Midi Dress,"A fresh pick for spring, this La Maison Talulah midi features a low-cut neckline and a flouncy ruffled hem.","Blue floral printed silk (65% Silk, 45% Cotton). Hourglass. Short sleeves. V-neckline. Hidden back zipper closure. Fully lined. 47"" from shoulder to hemline. Imported.",La Maison Talulah,380,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-4X, one length available. Regular measures 47"" from shoulder to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/ac/LMT5.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/ac/LMT5.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/ac/LMT5.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/ac/LMT5.jpg'], 'inStock': True}]","[{'size': 'Sized: XS-4X, one length available. Regular measures 47"" from shoulder to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/ac/LMT5.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/ac/LMT5.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/ac/LMT5.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/ac/LMT5.jpg']"
0,Verity Floral Dress,"Replete with cascading ruffles, this light and airy Parker dress sways effortlessly from work to weekend events.","Blue floral printed crepe (53% Silk, 47% Viscose). Wrap. Short sleeves. V-neckline. Wrap closure. Fully lined. 40"" from shoulder to shortest hemline, 47"" from shoulder to longest hemline. Imported.",Parker,398,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-XXL, one length available. Regular measures 40"" from shoulder to shortest hemline, 47"" from shoulder to longest hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/5f/PK333.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/5f/PK333.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/5f/PK333.jpg', 'https://pc-ap.rtrcdn.com/productimages/front_plus/183x/5f/PK333.jpg'], 'inStock': True}]","[{'size': 'Sized: XS-XXL, one length available. Regular measures 40"" from shoulder to shortest hemline, 47"" from shoulder to longest hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/5f/PK333.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/5f/PK333.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/5f/PK333.jpg', 'https://pc-ap.rtrcdn.com/productimages/front_plus/183x/5f/PK333.jpg']"
0,Rita Dress,Bold blooms put a fresh and cheery spin on this Jay Godfrey midi dress that's ready for its debut. Style with the Juliette Clutchfrom Tory Burch .,"Blue floral printed georgette (100% Polyester). Hourglass. Sleeveless. Square neckline. Hidden back zipper with hook-and-eye closure. Fully lined. 46"" from shoulder to hemline, 15"" Slit. Imported.",Jay Godfrey,299,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-14, one length available. Regular measures 46"" from shoulder to hemline, 15"" Slit.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/c3/JG135.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/c3/JG135.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/c3/JG135.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/c3/JG135.jpg'], 'inStock': True}]","[{'size': 'Sized: 0-14, one length available. Regular measures 46"" from shoulder to hemline, 15"" Slit.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/c3/JG135.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/c3/JG135.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/c3/JG135.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/c3/JG135.jpg']"
0,Red Striped Maxi,Bold stripes give eye-catching dimension to this Jill Jill Stuart dress accented with a sweet shoulder tie.,"Red & white striped rayon (100% Rayon). Maxi. Sleeveless. V-neckline. Hidden side zipper closure. 53"" from shoulder to hemline. Imported.",Jill Jill Stuart,318,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-14, one length available. Regular measures 53"" from shoulder to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/4d/JS150.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/4d/JS150.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/4d/JS150.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/4d/JS150.jpg'], 'inStock': True}]","[{'size': 'Sized: 0-14, one length available. Regular measures 53"" from shoulder to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/4d/JS150.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/4d/JS150.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/4d/JS150.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/4d/JS150.jpg']"
0,Gold Goma Dress,Have your shining moment in this glam lamé J.Crew dress fashioned with twirl-worthy pleats and flattering tiers.,"Metallic gold nylon (68% Nylon, 32% Metallized fiber). Hourglass. Sleeveless. Square neckline. Hidden back zipper closure. 45"" from shoulder to hemline. Imported.",J.Crew,298,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 00-16'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/fe/JCR55.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/fe/JCR55.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/fe/JCR55.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/fe/JCR55.jpg'], 'inStock': True}]",[{'size': 'Sized: 00-16'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/fe/JCR55.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/fe/JCR55.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/fe/JCR55.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/fe/JCR55.jpg']"
0,Floral Fallen Dress,Trailing vines bring ethereal romance to this special-occasion Keepsake dress styled with a low-cut neckline and ruffled tier.,"Ivory and red floral printed linen (100% Linen). Hourglass. Sleeveless. V-neckline. Hidden back zipper closure. Partially lined. 48"" from shoulder to shortest hemline, 55"" from shoulder to longest hemline. Imported.",Keepsake,245,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-XL, one length available. Regular measures 48"" from shoulder to shortest hemline, 55"" from shoulder to longest hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/8a/KP87.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/8a/KP87.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/8a/KP87.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/8a/KP87.jpg'], 'inStock': True}]","[{'size': 'Sized: XS-XL, one length available. Regular measures 48"" from shoulder to shortest hemline, 55"" from shoulder to longest hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/8a/KP87.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/8a/KP87.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/8a/KP87.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/8a/KP87.jpg']"
0,Black Sweetheart Sheath,A plunged neckline adds alluring vibes to this shapely sheath from JILL JILL STUART. Top it off with Dannijo's Freesia Moon Earrings.,"Black crepe (60% Acetate, 40% Polyester). Sheath. Sleeveless. Deep sweetheart neckline. Hidden back zipper with hook-and-eye closure. 44"" from shoulder to hemline. Imported.",Jill Jill Stuart,368,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'This dress runs true to size. We recommend going one size up for backup (see following fit notes for exceptions).'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/4b/JS146.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/4b/JS146.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/4b/JS146.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/4b/JS146.jpg'], 'inStock': True}]",[{'size': 'This dress runs true to size. We recommend going one size up for backup (see following fit notes for exceptions).'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/4b/JS146.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/4b/JS146.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/4b/JS146.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/4b/JS146.jpg']"
