sku,title,description,details,designer,mrsp,currencyId,prices,variants,optionTypes,defaultImages
0,Ditzy Stems Cami Dress,Contrasting insets and a ruffled hem play up the flirt factor on this airy silk tank dress by Nicole Miller.,"Black floral printed silk (66% Silk, 34% Viscose). Hourglass. Sleeveless. V-neckline. Hidden back zipper with hook-and-eye closure. Partially lined. 37.5"" from shoulder to hemline. Imported.",Nicole Miller,320,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-14'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/84/NM379.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/84/NM379.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/84/NM379.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/84/NM379.jpg'], 'inStock': True}]",[{'size': 'Sized: 0-14'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/84/NM379.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/84/NM379.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/84/NM379.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/84/NM379.jpg']"
0,Yellow Banks Dress,Slinky spaghetti straps suspend this flouncy (and flirty) little sheath dress by LIKELY.,"Yellow woven (67% Polyester 27% Rayon, 6% Spandex). Sheath. Sleeveless. Square neckline. Hidden back zipper with hook-and-eye closure. 36"" from shoulder to hemline. Imported.",LIKELY,178,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-14'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/de/LKL119.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/de/LKL119.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/de/LKL119.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/de/LKL119.jpg'], 'inStock': True}]",[{'size': 'Sized: 0-14'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/de/LKL119.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/de/LKL119.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/de/LKL119.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/de/LKL119.jpg']"
0,Sahara Midi Dress,A blousy draped bodice adds flattering appeal to this work-to-play midi dress by Wish.,"Brick crepe (65% Viscose, 35% Polyester). Hourglass. Short sleeves. V-neckline. Exposed front button down closure. 45"" from shoulder to hemline. Imported.",Wish,165,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-XXL, one length available. Regular measures 45"" from shoulder to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/20/WIS27.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/20/WIS27.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/20/WIS27.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/20/WIS27.jpg'], 'inStock': True}]","[{'size': 'Sized: XS-XXL, one length available. Regular measures 45"" from shoulder to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/20/WIS27.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/20/WIS27.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/20/WIS27.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/20/WIS27.jpg']"
0,Red Witherspoon Sheath,"Turn heads in this body-skimming red sheath by Jay Godfred. Finish off with delicate jewelry and barely-there sandals.

Also available in black.","Red crepe (98% Polyester, 2% Spandex). Sleeveless. Scoop neckline. Sheath. Fully lined. 45” from shoulder to hemline. Imported.",Jay Godfrey,325,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'This dress runs true to size. We recommend going one size up for backup (see following fit notes for exceptions). Sized: 0 - 22W.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/4e/JG34.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/4e/JG34.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/4e/JG34.jpg', 'https://pc-ap.rtrcdn.com/productimages/editorial/183x/4e/JG34.jpg'], 'inStock': True}]",[{'size': 'This dress runs true to size. We recommend going one size up for backup (see following fit notes for exceptions). Sized: 0 - 22W.'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/4e/JG34.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/4e/JG34.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/4e/JG34.jpg', 'https://pc-ap.rtrcdn.com/productimages/editorial/183x/4e/JG34.jpg']"
0,Alma Dress,This sweetly striped Saylor dress features smocked styling and ruffled trim.,"Striped cotton (100% Cotton). Hourglass. Sleeveless. V-neckline. Elastic waistband. 35"" from shoulder to hemline. Imported.",Saylor,250,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-XXL, Saylor sizing'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/b9/SLR70.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/b9/SLR70.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/b9/SLR70.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/b9/SLR70.jpg'], 'inStock': True}]","[{'size': 'Sized: XS-XXL, Saylor sizing'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/b9/SLR70.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/b9/SLR70.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/b9/SLR70.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/b9/SLR70.jpg']"
0,Sylvia Dress,Fluttery sleeves frame this flattering Hutch dress designed with a low-cut V-neck.,"Green floral printed satin (100% Polyester). Hourglass. Cap sleeves. V-neckline. Hidden back zipper with hook-and-eye closure. Fully lined. 44"" from shoulder to hemline. Imported.",Hutch,385,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-22W'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/94/HTC85.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/94/HTC85.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/94/HTC85.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/94/HTC85.jpg'], 'inStock': True}]",[{'size': 'Sized: 0-22W'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/94/HTC85.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/94/HTC85.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/94/HTC85.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/94/HTC85.jpg']"
0,Blue Flare Suit Dress,A double-breasted bodice and voluminous pleated skirt create perfect harmony on this trend-right dress from Badgley Mischka.,"Blue scuba (92% Polyester, 8% Spandex). Hourglass. Short sleeves. V-neckline. Exposed front button closures. 40"" from shoulder to hemline. Imported.",Badgley Mischka,395,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-22W'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/66/BM591.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/66/BM591.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/66/BM591.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/66/BM591.jpg'], 'inStock': True}]",[{'size': 'Sized: 0-22W'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/66/BM591.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/66/BM591.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/66/BM591.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/66/BM591.jpg']"
0,Mustard Venus Dress,"An elegantly draped faux-wrap design brings Grecian-like quality to this Amanda Uprichard mini dress. Style with the Crystal Knot Hoop Earrings by Alexis Bittar.

Also available in Blue.","Mustard crepe (100% Polyester). Blouson. Three quarter sleeves. V-neckline with hook-and-eye closure. Elastic waistband. 34"" from shoulder to hemline. Made in the USA.",Amanda Uprichard,193,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-L'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/e6/AMU136.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/e6/AMU136.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/e6/AMU136.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/e6/AMU136.jpg'], 'inStock': True}]",[{'size': 'Sized: XS-L'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/e6/AMU136.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/e6/AMU136.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/e6/AMU136.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/e6/AMU136.jpg']"
0,Crimson Birch Dress,"An off-the-shoulder neckline adds timeless elegance to this classic Cinq à Sept sheath. Style with the Painted Branches Earrings from Oscar de la renta.

Also available in Navy and Black.","Red crepe (54% Polyester, 39% Viscose, 7% Elastane). Sheath. Short sleeves. V-neckline. Hidden back zipper closure. Fully lined. 45"" from bust to hemline. Imported.",Cinq à Sept,385,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'This dress runs small. We recommend sizing up (see following fit notes for exceptions).'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/71/CAS117.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/71/CAS117.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/71/CAS117.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/71/CAS117.jpg'], 'inStock': True}]",[{'size': 'This dress runs small. We recommend sizing up (see following fit notes for exceptions).'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/71/CAS117.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/71/CAS117.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/71/CAS117.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/71/CAS117.jpg']"
0,Red Aurora Gown,"A double-tiered, mermaid hem adds a fun, twirl-worthy finish on this striking strappy gown by LIKELY.","Red woven (67% Polyester 27% Rayon, 6% Spandex). Gown. Sleeveless. Square neckline. Hidden back zipper with hook-and-eye closure. Fully lined. See size and fit tab for length. Imported.",LIKELY,398,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': ""Sized: 0-14, two length available. Regular measures 58'' from shoulder to hemline (recommended for heights 5'2''-5'6''), Long measures 61'' from shoulder to hemline (recommended for heights 5'7''-5'11'').""}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/fd/LKL122.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/fd/LKL122.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/fd/LKL122.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/fd/LKL122.jpg'], 'inStock': True}]","[{'size': ""Sized: 0-14, two length available. Regular measures 58'' from shoulder to hemline (recommended for heights 5'2''-5'6''), Long measures 61'' from shoulder to hemline (recommended for heights 5'7''-5'11'').""}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/fd/LKL122.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/fd/LKL122.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/fd/LKL122.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/fd/LKL122.jpg']"
0,Chamomile Wrap Dress,A flattering wrap silhouette and trailing high-low hem add just-right drama to this Reformation maxi. We love to style with the Nora Choker by Gorjana,"Navy crepe (53% Viscose, 47% Rayon). Wrap maxi. V-Neck neckline. Cap sleeves. See size and fit tab for length. Made in USA.",Reformation,278,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-XL, two lengths available. Petite measures 56"" from shoulder to hemline (recommended for heights under 5\'2""), Regular measures 58"" from shoulder to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/0d/REF5.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/0d/REF5.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/0d/REF5.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/0d/REF5.jpg'], 'inStock': True}]","[{'size': 'Sized: XS-XL, two lengths available. Petite measures 56"" from shoulder to hemline (recommended for heights under 5\'2""), Regular measures 58"" from shoulder to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/0d/REF5.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/0d/REF5.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/0d/REF5.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/0d/REF5.jpg']"
0,Infusion Knit Dress,Chic shoulder cutouts make this figure-flaunting Milly dress a night maker.,"Black knit (71% Viscose, 14% Polyester, 15% Spandex). Sheath. Long sleeves. High neckline. 36.5"" from bust to hemline. Imported.",Milly,395,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-L'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/00/ML295.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/00/ML295.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/00/ML295.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/00/ML295.jpg'], 'inStock': True}]",[{'size': 'Sized: XS-L'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/00/ML295.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/00/ML295.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/00/ML295.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/00/ML295.jpg']"
0,Navy Venus Dress,"An elegantly draped faux-wrap design brings Grecian-like quality to this Amanda Uprichard mini dress.

Also available in Mustard.","Navy crepe (100% Polyester). Blouson. Three quarter sleeves. V-neckline with hook-and-eye closure. Elastic waistband. 34"" from shoulder to hemline. Made in the USA.",Amanda Uprichard,193,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-L'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/b0/AMU135.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/b0/AMU135.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/b0/AMU135.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/b0/AMU135.jpg'], 'inStock': True}]",[{'size': 'Sized: XS-L'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/b0/AMU135.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/b0/AMU135.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/b0/AMU135.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/b0/AMU135.jpg']"
0,Encantader Dress,Charming tassels add a final flourish to this Trina Turk dress planted with bright blossoms.,"Blue floral printed crepe (62% Rayon, 35% Cotton, 3% Spandex). Sheath. Sleeveless. Boat neckline. Hidden back zipper closure. Partially lined. 37.5"" from shoulder to hemline. Imported.",Trina Turk,358,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-16'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/ac/TT328.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/ac/TT328.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/ac/TT328.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/ac/TT328.jpg'], 'inStock': True}]",[{'size': 'Sized: 0-16'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/ac/TT328.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/ac/TT328.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/ac/TT328.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/ac/TT328.jpg']"
0,Arrow Stripe Dress,Arrow stripes add graphic charm to this feminine kate spade new york dress styled with a ruffled shoulder-showcasing neckline.,"Black printed crepe (100% Rayon). Hourglass. Short sleeves. Off the shoulder neckline. Elastic waistband. 40"" from bust to hemline. Imported.",kate spade new york,268,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-XXL, one length available. Regular measures 40"" from shoulder to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/96/KS147.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/96/KS147.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/96/KS147.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/96/KS147.jpg'], 'inStock': True}]","[{'size': 'Sized: XS-XXL, one length available. Regular measures 40"" from shoulder to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/96/KS147.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/96/KS147.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/96/KS147.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/96/KS147.jpg']"
0,Sorrento Midi Dress,Lightweight georgette and delicate polka dots bring an air of romance to this La Maison Talulah dress.,"Blue printed crepe (100% Polyester). Hourglass. Sleeveless. Sweetheart neckline. Hidden back zipper closure. Fully lined. 47"" from shoulder to hemline. Imported.",La Maison Talulah,280,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-2X, one length available. Regular measures 47"" from shoulder to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/82/LMT6.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/82/LMT6.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/82/LMT6.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/82/LMT6.jpg'], 'inStock': True}]","[{'size': 'Sized: XS-2X, one length available. Regular measures 47"" from shoulder to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/82/LMT6.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/82/LMT6.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/82/LMT6.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/82/LMT6.jpg']"
0,Hollie Black Floral Maxi,"Flow every which way in this pretty Dress The Population maxi, which we have a feeling will lead to several spring invites.",Black floral printed chiffon (100% Polyester). Maxi. Sleeveless. Scoop neckline. Hidden back zipper closure. Fully lined. See size and fit notes for length. Imported.,Dress The Population,298,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-XXL, one length available. Regular measures 58"" from shoulder to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/68/DTP53.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/68/DTP53.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/68/DTP53.jpg', 'https://pc-ap.rtrcdn.com/productimages/front_plus/183x/68/DTP53.jpg'], 'inStock': True}]","[{'size': 'Sized: XS-XXL, one length available. Regular measures 58"" from shoulder to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/68/DTP53.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/68/DTP53.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/68/DTP53.jpg', 'https://pc-ap.rtrcdn.com/productimages/front_plus/183x/68/DTP53.jpg']"
0,Tossed Poppy V-Neck Pleated Dress,"Tossed poppies and soft pleats define this pretty VINCE V-neck dress. Oh, and did we mention, it has pockets?!","Navy floral printed crepe (100% Polyester). Shift. Sleeveless. V-neckline. Elastic waistband. Pockets. 46.5"" from shoulder to hemline. Imported.",VINCE.,345,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XXS-XL, one length available. Regular measures 46.5"" from shoulder to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/a0/VIN119.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/a0/VIN119.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/a0/VIN119.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/a0/VIN119.jpg'], 'inStock': True}]","[{'size': 'Sized: XXS-XL, one length available. Regular measures 46.5"" from shoulder to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/a0/VIN119.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/a0/VIN119.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/a0/VIN119.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/a0/VIN119.jpg']"
0,Pauline Dress,"Draped in ruffles for modern romance, this little black Parker dress features a flattering tie waist and flared skirt.","Black crepe (100% Polyester). Hourglass. Long sleeves. V-neckline. Hidden side zipper closure. Attached tie at waist. Fully lined. 34"" from shoulder to hemline. Imported.",Parker,298,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-8'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/22/PK352.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/22/PK352.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/22/PK352.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/22/PK352.jpg'], 'inStock': True}]",[{'size': 'Sized: 0-8'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/22/PK352.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/22/PK352.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/22/PK352.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/22/PK352.jpg']"
0,Orange Georgia Sheath,"A strapless, fold-over neckline brings a sophisticated update to this eye-catching sheath dress by BARDOT.","Orange stretch crepe (95% Polyester, 5% Elastane). Sheath. Strapless. Straight neckline. Hidden back zipper closure. Fully lined. 38"" from shoulder to hemline, 8.5"" Slit. Imported.",BARDOT,109,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-L'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/38/BDT3.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/38/BDT3.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/38/BDT3.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/38/BDT3.jpg'], 'inStock': True}]",[{'size': 'Sized: XS-L'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/38/BDT3.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/38/BDT3.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/38/BDT3.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/38/BDT3.jpg']"
0,Camelis Dress,A sheer delight. This whimsical and carefree ba&sh maxi dress features a banded waist and high front slit. Top it off with Lizzie Fortunato\'s Margherita Earrings.,"Red crepe (100% Polyester). Hourglass. Sleeveless. High neck. 51"" from shoulder to hemline. Imported.",Ted Baker London,395,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: 0-5, British sizing'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/b1/TBL11.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/b1/TBL11.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/b1/TBL11.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/b1/TBL11.jpg'], 'inStock': True}]","[{'size': 'Sized: 0-5, British sizing'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/b1/TBL11.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/b1/TBL11.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/b1/TBL11.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/b1/TBL11.jpg']"
0,Carroll Velvet Dress,We're seriously crushing on this Yumi Kim velvet dress styled with a V-neck and elegant scrolls. Top it off with Oscar de la Renta's Gingko Leaf Earrings.,"Purple velvet (100% Polyester). Hourglass. Long sleeves. V-neckline. Hidden side zipper closure. Partially lined. 44"" from shoulder to hemline. Imported.",Yumi Kim,268,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-XL, one length available. Regular measures 44"" from shoulder to hemline.'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/5c/YK77.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/5c/YK77.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/5c/YK77.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/5c/YK77.jpg'], 'inStock': True}]","[{'size': 'Sized: XS-XL, one length available. Regular measures 44"" from shoulder to hemline.'}]","['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/5c/YK77.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/5c/YK77.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/5c/YK77.jpg', 'https://pc-ap.rtrcdn.com/productimages/side/183x/5c/YK77.jpg']"
0,Angie Dress,A one-shoulder blouson bodice adds flattering drape to this vibrant Amanda Uprichard dress. Style with the Emerald Carnival Earrings by Lele Sadoughi.,"Black crepe (62% Rayon, 32% Nylon, 6% Spandex). Blouson. Short sleeves. One shoulder neckline. 36"" from shoulder to hemline. Made in the USA.",Amanda Uprichard,240,USD,"{'3': 0, '5': 0, 'purchase': 0}","[{'id': 0, 'options': {'sizes': 'Sized: XS-L'}, 'images': ['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/ec/AMU147.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/ec/AMU147.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/ec/AMU147.jpg', 'https://pc-ap.rtrcdn.com/productimages/front_plus/183x/ec/AMU147.jpg'], 'inStock': True}]",[{'size': 'Sized: XS-L'}],"['https://pc-ap.rtrcdn.com/productimages/nomodel/183x/ec/AMU147.jpg', 'https://pc-ap.rtrcdn.com/productimages/front/183x/ec/AMU147.jpg', 'https://pc-ap.rtrcdn.com/productimages/back/183x/ec/AMU147.jpg', 'https://pc-ap.rtrcdn.com/productimages/front_plus/183x/ec/AMU147.jpg']"
